Skyline_filename,MassiveID,filename,SampleType,SampleTypeSub1,NCBITaxonomy,YearOfAnalysis,SampleCollectionMethod,SampleExtractionMethod,InternalStandardsUsed,MassSpectrometer,IonizationSourceAndPolarity,ChromatographyAndPhase,SubjectIdentifierAsRecorded,AgeInYears,BiologicalSex,UBERONBodyPartName,TermsofPosition,HealthStatus,DOIDCommonName,ComorbidityListDOIDIndex,SampleCollectionDateandTime,Country,HumanPopulationDensity,LatitudeandLongitude,DepthorAltitudeMeters,qiita_sample_name,UniqueSubjectID,LifeStage,UBERONOntologyIndex,DOIDOntologyIndex,ATTRIBUTE_HMP_ID,ATTRIBUTE_HMP_Strain,ATTRIBUTE_NCBI ID,ATTRIBUTE_Domain,ATTRIBUTE_SuperPhyla,ATTRIBUTE_Phylum,ATTRIBUTE_Class,ATTRIBUTE_Order,ATTRIBUTE_Family,ATTRIBUTE_Genus,ATTRIBUTE_Species,ATTRIBUTE_Subspecies,ATTRIBUTE_Source,ATTRIBUTE_Source_health_status,ATTRIBUTE_Media_type,ATTRIBUTE_Sample _type
HMP_FCM_P3_F2.d,MSV000084475,HM_528_BF2_01_46172.mzXML,culture_bacterial,culture_bacterial,765113|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_528,Propionibacterium acnes HL063PA1,765113,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_F3.d,MSV000084475,HM_529_BF3_01_46173.mzXML,culture_bacterial,culture_bacterial,765114|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_529,Propionibacterium acnes HL063PA2,765114,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_F4.d,MSV000084475,HM_530_BF4_01_46174.mzXML,culture_bacterial,culture_bacterial,765110|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_530,Propionibacterium acnes HL067PA1,765110,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_F5.d,MSV000084475,HM_531_BF5_01_46175.mzXML,culture_bacterial,culture_bacterial,765074|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_531,Propionibacterium acnes HL072PA1,765074,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_F6.d,MSV000084475,HM_534_BF6_01_46176.mzXML,culture_bacterial,culture_bacterial,765071|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_534,Propionibacterium acnes HL078PA1,765071,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_F7.d,MSV000084475,HM_536_BF7_01_46179.mzXML,culture_bacterial,culture_bacterial,765121|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_536,Propionibacterium acnes HL082PA2,765121,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_F8.d,MSV000084475,HM_539_BF8_01_46180.mzXML,culture_bacterial,culture_bacterial,765093|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_539,Propionibacterium acnes HL086PA1,765093,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_F9.d,MSV000084475,HM_552_BF9_01_46181.mzXML,culture_bacterial,culture_bacterial,765077|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_552,Propionibacterium acnes HL110PA1,765077,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_F10.d,MSV000084475,HM_554_BF10_01_46182.mzXML,culture_bacterial,culture_bacterial,765079|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_554,Propionibacterium acnes HL110PA3,765079,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_F11.d,MSV000084475,HM_555_BF11_01_46183.mzXML,culture_bacterial,culture_bacterial,765080|Propionibacterium acnes,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_555,Propionibacterium acnes HL110PA4,765080,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,not applicable,skin,unspecified,FCM,culture_bacterial
HMP_FCM_P3_G7.d,MSV000084475,HM_64_BG7_01_46194.mzXML,culture_bacterial,culture_bacterial,457416|Veillonella sp. 3_1_44,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_64,Veillonella sp. 3_1_44,457416,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,not applicable,not applicable,gastrointestinal_tissue,diseased_Crohn's,FCM,culture_bacterial
HMP_FCM_P3_A2.d,MSV000084475,HM_766_BA2_01_46090.mzXML,culture_bacterial,culture_bacterial,936556|Peptostreptococcaceae bacterium AS15,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_766,Peptostreptococcaceae sp. AS15,936556,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified Peptostreptococcaceae,unclassified Peptostreptococcaceae (miscellaneous),not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P3_A4.d,MSV000084475,HM_781_BA4_01_46092.mzXML,culture_bacterial,culture_bacterial,997829|Porphyromonas sp. KLE1280,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_781,Porphyromonas sp. KLE1280,997829,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,not applicable,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P3_B11.d,MSV000084475,HM_8_BB11_01_46117.mzXML,culture_bacterial,culture_bacterial,553198|Propionibacterium acidifaciens F0233,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_8,Propionibacterium acidifaciens F0233,553198,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acidifaciens,not applicable,oral,diseased_periodontitis,FCM,culture_bacterial
HMP_FCM_P3_B2.d,MSV000084475,HM_80_BB2_01_46106.mzXML,culture_bacterial,culture_bacterial,575612|Prevotella melaninogenica,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_80,Prevotella melaninogenica D18,575612,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica,not applicable,oral,healthy,FCM,culture_bacterial
HMP_FCM_P3_B5.d,MSV000084475,HM_849_BB5_01_46109.mzXML,culture_bacterial,culture_bacterial,1203550|Prevotella oralis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_849,Prevotella oralis HGA0225,1203550,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oralis,not applicable,gastrointestinal_mucosa,unspecified,FCM,culture_bacterial
HMP_FCM_P3_G5.d,MSV000084475,HM_852_BG5_01_46192.mzXML,culture_bacterial,culture_bacterial,1203554|Sutterella wadsworthensis HGA0223,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_852,Sutterella wadsworthensis HGA0223,1203554,Bacteria,not applicable,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis,not applicable,gastrointestinal_mucosa,unspecified,FCM,culture_bacterial
HMP_FCM_P3_B10.d,MSV000084475,HM_92_BB10_01_46116.mzXML,culture_bacterial,culture_bacterial,649761|Prevotella veroralis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_92,Prevotella veroralis F0319,649761,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella veroralis,not applicable,oral,unspecified,FCM,culture_bacterial
HMP_FCM_P3_B6.d,MSV000084475,HM_93_BB6_01_46110.mzXML,culture_bacterial,culture_bacterial,649760|Prevotella oris,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_93,Prevotella oris F0302,649760,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris,not applicable,oral,healthy,FCM,culture_bacterial
